name,brewery_type,address,state,phone,website_url,country,region,division,longitude,latitude
Jack Russell Farm Ales,brewpub,2380 Larsen Dr Camino California 95709-9749,California,5306479420,http://www.jackrussellbrewing.com,United States,West,Pacific,-120.6801664,38.75368647
Jack Russell's Steakhouse and Brewery / Maine Coast Brewing Co.,brewpub,102 Eden St Bar Harbor Maine 04609-1106,Maine,2072885214,http://www.jackrussellssteakhouse.com,United States,Northeast,New England,-68.22318680000001,44.3946497
Jack's Abby Brewing,regional,100 Clinton St Framingham Massachusetts 01702-6748,Massachusetts,5088720900,http://www.jacksabbybrewing.com,United States,Northeast,New England,-71.4109021,42.2800852
Jack's Brewing Co,brewpub,39176 Argonaut Way Fremont California 94538-1304,California,5107962036,Not Available,United States,West,Pacific,-121.98840249999999,37.544208399999995
Jack's Run Brewing Co,micro,108 North 21st Street Purcellville Virginia 20132,Virginia,5404413382,http://www.jacksrunbrewing.com,United States,South,South Atlantic,-77.71491185,39.13704895
"Jackalope Brewing Company, LLC",micro,701 8th Ave S Nashville Tennessee 37203-4104,Tennessee,6158870807,http://www.jackalopebrew.com,United States,South,East South Central,-86.77949890000001,36.150381700000004
Jackie O's Brewery,micro,25 Campbell St Athens Ohio 45701-2616,Ohio,6147473434,Not Available,United States,Midwest,East North Central,-82.09053555,39.3315139
Jackie O's Pub & Brewery,brewpub,22-24 W Union St Athens Ohio 45701-2818,Ohio,7405929686,http://www.jackieos.com,United States,Midwest,East North Central,-82.10216171,39.32764186
Jackrabbit Brewing Co,micro,1323 Terminal St West Sacramento California 95691-3514,California,2096120259,http://www.jackrabbitbrewingcompany.com,United States,West,Pacific,-121.54111999999999,38.57198820000001
Jackson Street Brew Co.,brewpub,106 N Jackson St Perryville Missouri 63775-1336,Missouri,5736053297,http://jstreetbrewco.com,United States,Midwest,West North Central,-89.86375484,37.72597286
Jackson Street Brewing,micro,607 5th St Sioux City Iowa 51101-1301,Iowa,7125748403,Not Available,United States,Midwest,West North Central,-96.40323429,42.49533849
Jacob Leinenkugel Brewing Co,large,1 Jefferson Ave Chippewa Falls Wisconsin 54729-1318,Wisconsin,7157235558,http://www.leinie.com,United States,Midwest,East North Central,-91.39644200000001,44.944606
Jaden James Brewery @ The Cascade Winery,brewpub,4665 Broadmoor Ave SE Ste 135 Grand Rapids Michigan 49512-5387,Michigan,6166564665,http://jadenjamesbrewery.com,United States,Midwest,East North Central,-85.58319399999999,42.909898999999996
JAFB Brewery,micro,120 Beall Ave Wooster Ohio 44691-3673,Ohio,3306011827,http://www.jafbbeer.com,United States,Midwest,East North Central,-81.93429705,40.7995432
Jagged Mountain Brewery,micro,1139 20th St Denver Colorado 80202-1811,Colorado,7206892337,http://www.jaggedmountainbrewery.com,United States,West,Mountain,-104.9913673,39.7522457
Jailhouse Brewing Co,micro,8 Cherry St Hampton Georgia 30228-5575,Georgia,4047297681,http://www.jailhousebrewing.com,United States,South,South Atlantic,-84.282374,33.387534
Jaipur Restaurant and Brewpub,brewpub,10922 Elm St Omaha Nebraska 68144-4822,Nebraska,4023927331,http://www.jaipurbrewhouse.com,United States,Midwest,West North Central,-96.08239397,41.23283768
Jam Room Brewing Co,micro,875 Main St Newfoundland Pennsylvania 18445-5210,Pennsylvania,5702526122,http://www.jamroombrewing.net,United States,Northeast,Middle Atlantic,-75.32415972,41.3014372
James River Brewery,micro,561 Valley St Scottsville Virginia 24590-4983,Virginia,4342867837,http://www.jrbrewery.com/home.html,United States,South,South Atlantic,-78.49611667,37.80066298
Jamesport Brewing Co,brewpub,410 S James St Ludington Michigan 49431-2159,Michigan,2318452522,http://www.jamesportbrewingcompany.com,United States,Midwest,East North Central,-86.44787302,43.95168567
Jamesport Farm Brewery,micro,5873 Sound Ave Riverhead New York 11901-5611,New York,6317228111,http://www.jamesportbrewhouse.com,United States,Northeast,Middle Atlantic,-72.648395,40.96775
Jamex Brewing Co,micro,21721 Harper Ave Saint Clair Shores Michigan 48080-2213,Michigan,5869442030,http://www.jamexbrewing.com,United States,Midwest,East North Central,-82.8986171,42.517111299999996
Jamul Brewing Co. - Production Only,micro,3113 Calle Allejandro Jamul California 91935-3108,California,6195179829,http://www.jamulbrewingco.com,United States,West,Pacific,-116.87742,32.709922999999996
Jarfly Brewing Co,micro,103 W Mount Vernon St Somerset Kentucky 42501-1627,Kentucky,6064254962,http://www.jarflybrewing.com,United States,South,East South Central,-84.60558001,37.09179504
Jasper Ridge Brewing Co,brewpub,1075 Country Ln Ste 100 Ishpeming Michigan 49849-3402,Michigan,9064856017,http://www.countryvillageresort.com/httpdocs/html/brewery.html,United States,Midwest,East North Central,-87.6791485,46.50148242
JD's Sports Pub and Brewery,brewpub,690 Redwood Hwy Grants Pass Oregon 97527-5582,Oregon,5414710383,http://www.jdssportsbarandbrewery.com,United States,West,Pacific,-123.3420515,42.42319062
JDub's Brewing Co.,micro,1215 Mango Ave Sarasota Florida 34237-2816,Florida,9419552739,http://www.jdubsbrewing.com,United States,South,South Atlantic,-82.52525823,27.34877798
Jekyll Brewing,micro,2855 Marconi Dr Ste 350 Alpharetta Georgia 30005-2051,Georgia,7705968788,http://www.jekyllbrewing.com,United States,South,South Atlantic,-84.2536638,34.081656200000005
Jeremiah Johnson Brewing Company,brewpub,215 3rd St NW Great Falls Montana 59404-4103,Montana,4067273947,http://www.jeremiahjohnsonbrewing.com,United States,West,Mountain,-111.3023947,47.50778029
Jessup Farm Barrel House,micro,1921 Jessup Dr Fort Collins Colorado 80525-2551,Colorado,9705688345,http://jessupfarm.com/barrel-house/,United States,West,Mountain,-105.0380013,40.5620458
Jester King Brewery,micro,13187 Fitzhugh Rd Austin Texas 78736-6510,Texas,5125375100,http://www.jesterkingbrewery.com,United States,South,West South Central,-98.0824692,30.254726399999996
Jig Head Brewing Company,micro,310 Newman Dr Cookeville Tennessee 38501-4127,Tennessee,9315104406,http://www.jigheadbrewing.com,United States,South,East South Central,-85.52373890000001,36.14556179
Jim Dandy Brewing,micro,305 E Lander St Pocatello Idaho 83201,Idaho,2082400470,http://www.jimdandybrewing.com,United States,West,Mountain,-112.44827020000001,42.866304299999996
JJs Brewing Company,brewpub,3615 n steele blvd fayetteville Arkansas 72703,Arkansas,4792632562,http://www.thejbgb.com/,United States,South,West South Central,-94.15714342,36.11719055
JoBoy's Brew Pub,brewpub,27 E Main St Lititz Pennsylvania 17543-1926,Pennsylvania,7175688330,http://www.joboysbrewpub.com,United States,Northeast,Middle Atlantic,-76.3061545,40.1571224
Johanssons Dining House,brewpub,4 W Main St Westminster Maryland 21157-4816,Maryland,4108760101,http://www.johanssonsdininghouse.com,United States,South,South Atlantic,-76.9959315,39.5753896
John Harvards Brew House - Framingham,brewpub,1 Worcester Rd Framingham Massachusetts 01701-5359,Massachusetts,5088752337,http://www.johnharvards.com,United States,Northeast,New England,-71.39619245,42.30411485
John Scott Brewing Co.,planning,Not Available Trabuco Canyon California 92679-5145,California,7144702055,Not Available,United States,West,Pacific,-117.58938,33.6626232
Johnnie Byrd Brewing Company,micro,121 N Pearl St Wayne Nebraska 68787,Nebraska,4028331522,http://www.johnniebyrd.beer,United States,Midwest,West North Central,-97.0191502,42.2294276
"Johnnie MacCracken's Celtic Firehouse Pub, Inc.",brewpub,15 Atlanta Street Marietta Georgia 30060-1985,Georgia,7705907868,http://www.johnniemaccrackens.com,United States,South,South Atlantic,-84.5417592,33.937128200000004
Johnny's Calistoga / Mud City Brews,brewpub,1457 Lincoln Ave Calistoga California 94515,California,7079425938,http://www.johnnyscalistoga.com,United States,West,Pacific,-122.579054,38.578753000000006
Johnson City Brewing Co,micro,410 E State of Franklin Rd Johnson City Tennessee 37601-4871,Tennessee,4239304186,http://www.johnsoncitybrewing.com,United States,South,East South Central,-82.34636962,36.31715951
Jolly Pumpkin Artisan Ales,micro,2319 Bishop Cir E Dexter Michigan 48130-1567,Michigan,7344264962,http://www.jollypumpkin.com,United States,Midwest,East North Central,-83.87683682,42.32487277
Jolly Pumpkin Cafe and Brewery,brewpub,311 S Main St Ann Arbor Michigan 48104-2107,Michigan,7349132730,http://www.jollypumpkin.com,United States,Midwest,East North Central,-83.7484551,42.2791598
Jolly Pumpkin Pizzeria and Brewery,brewpub,428 Bridge St NW Grand Rapids Michigan 49504,Michigan,6164194676,Not Available,United States,Midwest,East North Central,-85.6800865,42.970511
Jones Creek Brewing,micro,173 Beam Rd Chehalis Washington 98532-9303,Washington,3602453429,http://www.jonescreekbrewing.com,United States,West,Pacific,-123.2774,46.588152
Jordan Lake Brewing Co,micro,320 E Durham Rd Cary North Carolina 27513-4043,North Carolina,9196945096,http://jordanlakebrewing.com,United States,South,South Atlantic,-78.77537897,35.79022306
"Joseph James Brewing Co, Inc",micro,155 N Gibson Rd Henderson Nevada 89014-6713,Nevada,7024542739,http://www.jjbrewco.com,United States,West,Mountain,-115.0294086,36.04146875
Joymongers Brewing Co.,micro,576 N Eugene St Greensboro North Carolina 27401,North Carolina,3367635255,http://www.joymongers.com,United States,South,South Atlantic,-79.79380945,36.07871896
Joyride Brewing Co,micro,2501 Sheridan Blvd Edgewater Colorado 80214-1330,Colorado,7204327560,http://joyridebrewing.com,United States,West,Mountain,-105.05349199999999,39.7531231
JP DasBrew,micro,44356 S Grimmer Blvd Fremont California 94538-6385,California,5102705345,http://www.dasbrewinc.com,United States,West,Pacific,-121.95778359999998,37.5043737
JRH Brewing,micro,458 W Walnut St Johnson City Tennessee 37604-6766,Tennessee,4237223410,http://www.jrhbrewing.com,United States,South,East South Central,-82.35483648,36.31169595
JT Schmids Restaurant & Brewery,brewpub,2610 E Katella Ave Anaheim California 92806-5903,California,7146349200,http://www.jtschmids.com,United States,West,Pacific,-117.8770639,33.805668299999994
JT Walker's/Champaign County Brewing Co,brewpub,402 E Main St Mahomet Illinois 61853-7444,Illinois,2175861100,http://www.jtwalkers.com,United States,Midwest,East North Central,-88.40289612,40.19498357
Jubeck New World Brewing,micro,115 W 11th St Dubuque Iowa 52001-4802,Iowa,7753755692,http://www.jubeckbrewing.com,United States,Midwest,West North Central,-90.66770404,42.50362393
Jubilee Craft Beer Co,contract,3430 Hampton Ave Nashville Tennessee 37215-1408,Tennessee,6156869397,http://www.jubileebeer.com,United States,South,East South Central,-86.82509853,36.11746395
Julian Brewing Co,micro,2315 Main St Julian California 92065,California,7607653757,http://www.baileybbq.com,United States,West,Pacific,-116.603975,33.079171
Julius Lehrkind Brewing,micro,1717 N Rouse Ave Bozeman Montana 59715-2426,Montana,4065510199,http://www.juliusbrewing.com,United States,West,Mountain,-111.031558,45.69633335
Junction Brewery & Grill,brewpub,110 W American Canyon Rd American Canyon California 94503-4196,California,7076492285,http://www.junctionbreweryandgrill.com,United States,West,Pacific,-122.26168899999999,38.1658134
June Lake Brewing,micro,131 S Crawford Ave June Lake California 93529,California,Not Available,http://www.junelakebrewing.com,United States,West,Pacific,-119.07720320000001,37.77835282
Junk Ditch Brewing Company,micro,1825 W Main St Fort Wayne Indiana 46808-3715,Indiana,2604600460,http://junkditchbrewingco.com,United States,Midwest,East North Central,-85.16690140000001,41.077972700000004
Junkyard Brewing Company,micro,1416 1st Ave N Moorhead Minnesota 56560-2208,Minnesota,7012618403,http://www.junkyardbeer.com,United States,Midwest,West North Central,-96.75706974,46.87621357
Jupiter,brewpub,2181 Shattuck Ave Berkeley California 94704-1308,California,5108438277,http://www.jupiterbeer.com,United States,West,Pacific,-122.2676799,37.869788899999996
K-Oz Restaurant Brewery,brewpub,121 7th St San Francisco California 94103-2835,California,4158729431,http://www.kandoz.com,United States,West,Pacific,-122.409904,37.7786408
K Point Brewing,brewpub,507 Main St Eau Claire Wisconsin 54701-3736,Wisconsin,Not Available,http://www.thecoffeegrounds.com/k-point-brewing/,United States,Midwest,East North Central,-91.49634405,44.81114834
K2 Brothers Brewing,brewpub,1221 Empire Blvd Rochester New York 14609-5946,New York,5854131997,http://www.K2Brewing.com,United States,Northeast,Middle Atlantic,-77.549992,43.17664
KÃ¼nstler Brewing,brewpub,302 E Lachapelle San Antonio Texas 78204-1945,Texas,2106884519,http://www.kuenstlerbrewing.com,United States,South,West South Central,-98.5000988,29.40503026
"Kaiser Brewing Company, LLC",micro,1607 Hawthorne St Forest Grove Oregon 97116-2537,Oregon,5034129628,http://www.kaiserbrewingco.com,United States,West,Pacific,-123.0990254,45.51421585
Kaktus Brewing Co.,brewpub,471 South Hill Rd Bernalillo New Mexico 87004-9199,New Mexico,5053795072,http://www.kaktusbrewery.com,United States,West,Mountain,-106.5387392,35.30844008
Kalona Brewing Company,brewpub,405 B Ave Kalona Iowa 52247,Iowa,3196563335,http://www.kalonabrewing.com,United States,Midwest,West North Central,-91.7075553,41.4833131
Kane Brewing,micro,1750 Bloomsbury Ave Ocean New Jersey 07712-3941,New Jersey,7329228600,http://www.kanebrewing.com,United States,Northeast,Middle Atlantic,-74.04488070000001,40.2365672
Kannah Creek Brewing Co,brewpub,1960 N 12th St Grand Junction Colorado 81501-2912,Colorado,9702630111,http://www.kannahcreekbrewingco.com,United States,West,Mountain,-108.5522615,39.08513947
Kansas City Bier Company,micro,310 W 79th St Kansas City Missouri 64114-1843,Missouri,8162148691,http://www.kcbier.com,United States,Midwest,West North Central,-94.59367119,38.98548485
Kansas Territory Brewing,micro,310 C St Washington Kansas 66968-1909,Kansas,7853253300,Not Available,United States,Midwest,West North Central,-97.0511838,39.81655418
Karbach Brewing Co,large,2032 Karbach St Houston Texas 77092-8406,Texas,Not Available,Not Available,United States,South,West South Central,-95.4605283,29.806381199999997
Karben4 Brewing,micro,3698 Kinsman Blvd Madison Wisconsin 53704-2509,Wisconsin,6082414811,http://www.karben4.com,United States,Midwest,East North Central,-89.32573248,43.126221
Karl Strauss Brewing Co - 4S Ranch,brewpub,10448 Reserve Dr San Diego California 92127-3510,California,8582732739,http://www.karlstrauss.com,United States,West,Pacific,-117.113249,33.021301
Karl Strauss Brewing Co - Carlsbad,brewpub,5801 Armada Dr Carlsbad California 92008-4609,California,7604312739,http://www.karlstrauss.com,United States,West,Pacific,-117.31423600000001,33.124446999999996
Karl Strauss Brewing Co - Downtown Los Angeles,brewpub,600 Wilshire Blvd Ste 100 Los Angeles California 90017-3212,California,2132282739,Not Available,United States,West,Pacific,-118.25615400000001,34.047978
Karl Strauss Brewing Co - Downtown,brewpub,1157 Columbia St San Diego California 92101-3511,California,6192342739,http://www.karlstrauss.com,United States,West,Pacific,-117.16728379999999,32.71730086
Karl Strauss Brewing Co - La Jolla,brewpub,1044 Wall St La Jolla California 92037-4437,California,8585512739,http://www.karlstrauss.com,United States,West,Pacific,-117.27421409999998,32.84679009
Karl Strauss Brewing Co,regional,5985 Santa Fe St San Diego California 92109-1623,California,8582732739,http://www.karlstrauss.com,United States,West,Pacific,-117.231429,32.832578999999996
Karl Strauss Brewing Co - Sorrento Mesa,brewpub,9675 Scranton Rd San Diego California 92121-1761,California,8585872739,http://www.karlstrauss.com,United States,West,Pacific,-117.20270659999998,32.89634566
Karl Strauss Brewing Co,brewpub,40868 Winchester Rd Temecula California 92591-5521,California,9512257963,http://www.karlstrauss.com,United States,West,Pacific,-117.1584479,33.52586892
Karl Strauss Brewing Co - Universal CityWalk,brewpub,1000 Universal Studios Blvd Universal City California 91608-1008,California,8187532739,http://www.karlstrauss.com,United States,West,Pacific,-118.35293359999999,34.132214399999995
Karst Brewing LLC,micro,315 1st St Fountain Minnesota 55935-8816,Minnesota,6127476367,http://www.karstbrewed.com,United States,Midwest,West North Central,-92.13521386,43.73997404
Kassik's Brewery,micro,47160 Spruce Haven St Kenai Alaska 99611-9677,Alaska,Not Available,Not Available,United States,West,Pacific,-151.307721,60.663773
Kauai Beer Company,brewpub,4265 Rice St Lihue Hawaii 96766,Hawaii,8082452337,http://www.kauaibeer.com,United States,West,Pacific,-159.3647876,21.9722854
Kauai Island Brewery,brewpub,4350 Waialo Rd Eleele Hawaii 96705,Hawaii,8083350006,http://www.kauaiislandbrewing.com,United States,West,Pacific,-159.586522,21.901641
Kaweah Brewing Co.,micro,1054 E Walnut Ave Tulare California 93274,California,5599725573,http://www.kaweahbrewing.com,United States,West,Pacific,-119.3349798,36.19307993
Keegan Ales,micro,20 Saint James St Kingston New York 12401-4534,New York,8453312739,http://www.keeganales.com,United States,Northeast,Middle Atlantic,-74.012151,41.931636
Keg Creek Brewing Company,micro,111 Sharp St Glenwood Iowa 51534-1755,Iowa,7125209029,http://www.kegcreekbrewing.com,United States,Midwest,West North Central,-95.7356912,41.047345299999996
Keg & Lantern Brewing Co,brewpub,97 Nassau Ave Brooklyn New York 11222-3081,New York,7183895050,http://www.kegandlanternbrooklyn.com,United States,Northeast,Middle Atlantic,-73.95031963,40.7241037
Kells Brew Pub,brewpub,210 NW 21st Ave Portland Oregon 97209-1004,Oregon,5037197175,http://Kellsbrewpub.com,United States,West,Pacific,-122.69415459999999,45.52447285
Kellys Brewpub,brewpub,3222 Central Ave SE Albuquerque New Mexico 87106-1458,New Mexico,5052622739,http://www.kellysbrewpub.com,United States,West,Mountain,-106.6085695,35.0800666
Kelsey Block Brewing Company,brewpub,41 N Main St Three Rivers Michigan 49093-1531,Michigan,2697183667,http://www.kelseyblock.com,United States,Midwest,East North Central,-85.63333961,41.94474661
Kelsey Creek Brewing,micro,3945 Main St Kelseyville California 95451-7424,California,7072792311,http://www.kelseycreekbrewing.com,United States,West,Pacific,-122.8382903,38.97782568
KelSo Beer Company,contract,529 Waverly Ave Brooklyn New York 11238-2701,New York,Not Available,http://www.kelsoofbrooklyn.com,United States,Northeast,Middle Atlantic,-73.96564000000001,40.68267586
Kenai River Brewing Co,brewpub,308 Homestead Ln Soldotna Alaska 99669-8010,Alaska,9072622337,http://www.kenairiverbrewing.com,United States,West,Pacific,-151.05611409999997,60.485075300000005
Kernersville Brewing Company,micro,210 N Main St Kernersville North Carolina 27284-4004,North Carolina,3368167283,Not Available,United States,South,South Atlantic,-80.07181578,36.12191605
Kettlehead Brewing Company,brewpub,407 W Main St Tilton New Hampshire 03276-5012,New Hampshire,6033258266,http://www.kettleheadbrewing.com,United States,Northeast,New England,-71.60013898,43.44219881
Kettlehouse Brewing Co - Southside,micro,602 Myrtle St Missoula Montana 59801-2704,Montana,4067281660,http://www.kettlehouse.com,United States,West,Mountain,-113.99876210000001,46.8655748
Keweenaw Brewing Co,micro,408 Shelden Ave Houghton Michigan 49931-2138,Michigan,9064825596,http://www.keweenawbrewing.com,United States,Midwest,East North Central,-88.5687729,47.1219857
Keweenaw Brewing Co - Production Facility,micro,408 Shelden Ave Houghton Michigan 49931,Michigan,9064821937,http://www.keweenawbrewing.com,United States,Midwest,East North Central,-88.5687729,47.1219857
Key City Brewing Co.,brewpub,1311 Washington St. Vicksburg Mississippi 39180,Mississippi,6264871330,http://keycitybeer.com,United States,South,East South Central,-90.88216445,32.34927291
Kickback Brewery,micro,934 Osgood Hill Rd Westford Vermont 05494-9740,Vermont,8029994997,http://www.kickbackbrewery.com,United States,Northeast,New England,-72.99402467,44.582023
Kiitos Brewing,micro,608 W 700 S Salt Lake City Utah 84104-1016,Utah,8012013942,http://www.kiitosbrewing.com,United States,West,Mountain,-111.895509,40.75505333
Kills Boro Brewing Company,micro,62 Van Duzer St Staten Island New York 10301-3226,New York,3472778680,http://www.killsboro.com,United States,Northeast,Middle Atlantic,-74.07740788,40.636479
Kilowatt Brewing,micro,7576 Clairemont Mesa Blvd San Diego California 92111-1504,California,8587153998,http://www.kilowatt.beer,United States,West,Pacific,-117.208801,32.8276353
Kilt Check Brewing Co,micro,4814 Hardware Dr NE Albuquerque New Mexico 87109,New Mexico,5058810234,http://www.draftykiltbrewingco.com,United States,West,Mountain,-106.5898844,35.13600551
Kinetic Brewing Company,brewpub,735 W Lancaster Blvd Lancaster California 93534-3118,California,6619422337,http://www.kineticbrewing.com,United States,West,Pacific,-118.1433223,34.6978404
King Canary Brewing Company,micro,562 Williamson Rd Mooresville North Carolina 28117-9186,North Carolina,Not Available,http://www.kingcanarybrewing.com,United States,South,South Atlantic,-80.8683812,35.5706022
King Cong Brewing Company,micro,1709 del Paso Blvd Sacramento California 95815-3016,California,9165148041,Not Available,United States,West,Pacific,-121.456029,38.60771757
King Harbor Brewing Co,micro,2907 182nd St Redondo Beach California 90278-3922,California,3105428657,http://www.kingharborbrewing.com,United States,West,Pacific,-118.3600656,33.86561891
King Street Brewing Co,micro,9050 King Street Anchorage Alaska 99515,Alaska,9073365464,http://www.kingstreetbrewing.com,United States,West,Pacific,-149.879076,61.13848935
Kings Brewing Company,micro,8560 Vineyard Ave Ste 301 Rancho Cucamonga California 91730-4395,California,9097273333,http://www.kingsbrewingco.com,United States,West,Pacific,-117.61107439999999,34.106415500000004
Kings County Brewers Collective,micro,381 Troutman St Brooklyn New York 11237-2613,New York,7182882891,http://www.kcbcbeer.com,United States,Northeast,Middle Atlantic,-73.9236202,40.706030600000005
Kings River Brewing Company,planning,Not Available Clovis California 93612-2825,California,5599060615,http://www.kingsriverbrewing.com,United States,West,Pacific,-119.70291940000001,36.8252277
Kinney Creek Brewery,micro,1016 7th St NW Rochester Minnesota 55901-2668,Minnesota,Not Available,Not Available,United States,Midwest,West North Central,-92.47808893,44.0312604
Kinsmen Brewing,micro,409 Canal Street Milldale Connecticut 6467,Connecticut,8605784778,http://www.kinsmenbrewing.com,United States,Northeast,New England,-72.9027141,41.56679473
Kirkwood Station Brewing,closed,105 E Jefferson Ave Kirkwood Missouri 63122-4025,Missouri,3149662739,http://www.kirkwoodstationbrewing.com,United States,Midwest,West North Central,-90.40608849,38.58234304
Klamath Basin Brewing Co,brewpub,1320 Main St Klamath Falls Oregon 97601-5914,Oregon,5412735222,http://www.kbbrewing.com,United States,West,Pacific,-121.77637050000001,42.228036100000004
Klockow Brewing Company,micro,36 SE 10th St Grand Rapids Minnesota 55744-3947,Minnesota,2189997229,http://www.klockowbrewing.com,United States,Midwest,West North Central,-93.52833525,47.22108337
Klondike Brewing Company,brewpub,365 2nd Ave Skagway Alaska 99840,Alaska,9079832778,http://www.klondikebeer.com,United States,West,Pacific,-135.3188721,59.45385743
Knotty Brewing Co.,micro,842 Market St San Diego California 92101-6425,California,6192694337,http://www.knottybrewing.com,United States,West,Pacific,-117.12743400000001,32.711658
Knotty Pine Brewing,brewpub,1765 W 3rd Ave Columbus Ohio 43212-2769,Ohio,6148171515,http://www.knottypinebrewing.net,United States,Midwest,East North Central,-83.0529324,39.9852813
Knucklehead Craft Brewing,brewpub,426 Ridge Rd Webster New York 14580-1793,New York,5853476236,http://www.knuckleheadcraftbrewing.com,United States,Northeast,Middle Atlantic,-77.51128726,43.20572922
Knuth Brewing Company,brewpub,221 Watson St Ripon Wisconsin 54971-1514,Wisconsin,9207485188,http://www.knuthbrewingcompany.com,United States,Midwest,East North Central,-88.8386613,43.8446401
Kobold Brewing,micro,245 SW 6th St Redmond Oregon 97756-2108,Oregon,5416783884,http://www.koboldbrewing.com,United States,West,Pacific,-121.17440859999999,44.27499604
Kodiak Island Brewing Co,micro,117 Lower Mill Bay Rd Kodiak Alaska 99615-6580,Alaska,9074862537,http://www.kodiakbrewery.com,United States,West,Pacific,-152.40715500000002,57.79008256
Koehler Brewing Co,micro,231 Park St Grove City Pennsylvania 16127-2011,Pennsylvania,8335634537,http://koehlerbrewingcompany.com,United States,Northeast,Middle Atlantic,-80.08130057,41.16044545
Kohola Brewery,micro,910 Honoapiilani Hwy Lahaina Hawaii 96761-1507,Hawaii,8088683198,http://www.koholabrewery.com,United States,West,Pacific,-156.65396299999998,20.845329
Kokopelli Beer Company,brewpub,8931 Harlan St Westminster Colorado 80031-2931,Colorado,7208406835,http://www.kokopellibeer.com,United States,West,Mountain,-105.06403859999999,39.8590102
Kona Brewing Co,regional,74-5612 Pawai Pl Kailua Kona Hawaii 96740-1617,Hawaii,8083341133,http://www.konabrewingco.com,United States,West,Pacific,-155.99766100000002,19.643069
Kootenai River Brewing Co,brewpub,6424 Riverside Street Bonners Ferry Idaho 83805-1901,Idaho,2082674677,http://kootbrew.com,United States,West,Mountain,-116.31051540000001,48.696572100000004
Kozy Yak Brewery & Fresar Winery,brewpub,197 N Main St Rosholt Wisconsin 54473-9741,Wisconsin,7156773082,http://www.kozyyak.com,United States,Midwest,East North Central,-89.30914763,44.62934343
Krafty Draft Brew Pub,brewpub,269 Charter Oak Rd Lexington South Carolina 29072-9200,South Carolina,8039960345,http://www.draftydraft.com,United States,South,South Atlantic,-81.30586817,33.98711021
Krauski's Brewskis / The Hoppy Brewer,micro,328 N Main Ave Gresham Oregon 97030-7210,Oregon,5033288474,http://www.oregonshoppyplace.com,United States,West,Pacific,-122.43083899999999,45.49992243
Kretschmann Brewing Company,micro,9 Frederick St Webster Massachusetts 01570-2286,Massachusetts,5086717711,http://kbcbrewery.com,United States,Northeast,New England,-71.88079609999998,42.05004191
Krogh's Restaurant and Brewpub,brewpub,23 White Deer Plz Sparta New Jersey 07871-1823,New Jersey,9737298428,http://www.kroghs.com,United States,Northeast,Middle Atlantic,-74.6395694,41.03263072
Kuhnhenn Brewing Co,micro,5919 Chicago Rd Warren Michigan 48092-1606,Michigan,5869798361,http://www.kuhnhenn.beer,United States,Midwest,East North Central,-83.023691,42.523306
Kuhnhenn Clinton Township,micro,36000 Groesbeck Hwy Clinton Township Michigan 48035-1541,Michigan,5862310249,Not Available,United States,Midwest,East North Central,-82.91782739,42.56179646
Kul Brewing,contract,1106 3rd St S La Crosse Wisconsin 54601,Wisconsin,Not Available,http://www.kulbrewing.com,United States,Midwest,East North Central,-91.25359353,43.80249029
Kulshan Brewing Co,micro,2238 James St Bellingham Washington 98225-4142,Washington,3603895348,http://www.kulshanbrewing.com,United States,West,Pacific,-122.46456450000001,48.7601273
Kulshan Brewing Co - K2,micro,1538 Kentucky St Bellingham Washington 98229-4720,Washington,3603895348,Not Available,United States,West,Pacific,-122.4539281,48.75767348
Kuracali Inc,proprietor,821 Caminito del Reposo Carlsbad California 92011-2404,California,8587756502,http://www.kuracali.com,United States,West,Pacific,-117.315852,33.11493
LA Bodega Brewing Co,planning,Not Available Whittier California 90603-1207,California,Not Available,http://LABODEGABREWINGCO.COM,United States,West,Pacific,-118.0336975,33.974893200000004
La Conner Brewing Co,brewpub,117 S 1st St La Conner Washington 98257,Washington,3604661415,https://www.laconnerbrewery.com,United States,West,Pacific,-122.495792,48.392231
La Cumbre Brewing Co,micro,3313 Girard Blvd NE Albuquerque New Mexico 87107-1930,New Mexico,5058720225,http://www.lacumbrebrewing.com,United States,West,Mountain,-106.6138649,35.11789781
LAB Brewing Co / Twisted Oak Tavern,brewpub,30105 Agoura Rd Agoura Hills California 91301-2003,California,8187350091,http://www.twistedoaktavern.pub,United States,West,Pacific,-118.77991329999999,34.14511931
LABrewatory,micro,670 N Russell St Portland Oregon 97227-1728,Oregon,9712718151,http://www.thelabrewatory.com,United States,West,Pacific,-122.67308259999999,45.54092271
Lady Justice Brewing Company,micro,4375 Eaton St Denver Colorado 80212-7308,Colorado,Not Available,http://www.ladyjusticebrewing.com,United States,West,Mountain,-105.05933929999999,39.7909855
Ladyface Ale Companie,brewpub,29281 Agoura Rd Agoura Hills California 91301-2597,California,8184774566,http://www.ladyfaceale.com,United States,West,Pacific,-118.76615359999998,34.14404216
Lafayette Brewing Co,brewpub,391 Washington St Buffalo New York 14203-2108,New York,7168560062,http://www.panamericangrill.com,United States,Northeast,Middle Atlantic,-78.8734526,42.8847967
Lafayette Brewing Co,brewpub,622 Main St Lafayette Indiana 47901-1451,Indiana,7657422591,http://www.lafayettebrewingco.com,United States,Midwest,East North Central,-86.88994924,40.41921732
Lager Heads Brewing Co.,micro,325 W Smith Rd Medina Ohio 44256-2352,Ohio,3307212337,http://www.lagerheads.us,United States,Midwest,East North Central,-81.86844379,41.13633377
